date,unit_id,actual_revenue_usd,max_potential_revenue_usd,revenue_loss_usd,revenue_capture_ratio,energy_rev_actual,energy_rev_potential,capacity_payment_actual,capacity_payment_potential,penalties_total_usd,fuel_overburn_cost
2023-05-23,STS-U1,1147046.166,1175292.5690000001,28246.403000000166,0.9759664923057978,836234.096,855292.569,320000.0,320000.0,1524.68,7663.25
2023-05-24,STS-U1,1125116.978,1166640.17,41523.19200000004,0.9644078842236333,817133.798,846640.17,317222.22,320000.0,1295.79,7943.25
2023-05-25,STS-U1,1140959.9049999998,1167747.88,26787.975000000093,0.9770601381866777,829635.465,847747.88,320000.0,320000.0,1448.99,7226.57
2023-05-26,STS-U1,1137321.1940000001,1165023.384,27702.189999999944,0.9762217734163523,826356.114,845023.384,320000.0,320000.0,1493.38,7541.54
2023-05-27,STS-U1,1053040.583,1077984.497,24943.913999999873,0.9768606004358893,741199.063,757984.497,320000.0,320000.0,1342.84,6815.64
2023-05-28,STS-U1,1048984.646,1072589.225,23604.579000000143,0.977992899378604,737034.916,752589.225,320000.0,320000.0,1244.34,6805.93
2023-05-29,STS-U1,1144804.0920000002,1171980.1630000002,27176.070999999996,0.9768118336316927,833996.802,851980.1630000001,320000.0,320000.0,1438.67,7754.04
2023-05-30,STS-U1,1146667.847,1174686.926,28019.07899999991,0.9761476199489089,836162.337,854686.926,320000.0,320000.0,1481.96,8012.53
2023-05-31,STS-U1,1145861.742,1174075.885,28214.142999999924,0.9759690635328909,834989.332,854075.885,320000.0,320000.0,1526.93,7600.66
2023-06-01,STS-U1,1148475.264,1176151.0350000001,27675.771000000183,0.9764692032090928,837401.374,856151.035,320000.0,320000.0,1499.98,7426.13
2023-06-02,STS-U1,1137233.4230000002,1166465.6060000001,29232.18299999996,0.9749395242777523,826254.643,846465.606,320000.0,320000.0,1616.88,7404.34
2023-06-03,STS-U1,1047889.818,1072392.8390000002,24503.021000000183,0.9771510773767856,736286.858,752392.839,320000.0,320000.0,1288.48,7108.56
2023-06-04,STS-U1,1054308.1420000002,1077954.7489999998,23646.60699999961,0.9780634511588393,742183.052,757954.749,320000.0,320000.0,1261.73,6613.18
2023-06-05,STS-U1,1141329.9780000001,1168545.903,27215.924999999814,0.9767095798888785,830470.518,848545.903,320000.0,320000.0,1446.03,7694.51
2023-06-06,STS-U1,1152318.3909999998,1179242.13,26923.73900000006,0.977168608282338,841332.0109999999,859242.13,320000.0,320000.0,1432.81,7580.81
2023-06-07,STS-U1,1144554.1199999999,1171274.4819999998,26720.361999999965,0.9771869340529183,833356.15,851274.482,320000.0,320000.0,1433.47,7368.56
2023-06-08,STS-U1,1143323.9810000001,1171109.1269999999,27785.145999999717,0.9762745030677233,832297.381,851109.127,320000.0,320000.0,1504.94,7468.46
2023-06-09,STS-U1,1145465.49,1173329.671,27864.1810000001,0.9762520443412531,834903.41,853329.671,320000.0,320000.0,1474.1,7963.82
2023-06-10,STS-U1,1049574.2060000002,1074060.2340000002,24486.027999999933,0.977202369825378,737495.126,754060.234,320000.0,320000.0,1325.21,6595.71
2023-06-11,STS-U1,1052426.31,1076886.9,24460.58999999985,0.9772858319661982,740874.26,756886.9,320000.0,320000.0,1281.01,7166.94
2023-06-12,STS-U1,1145562.85,1172790.954,27228.103999999817,0.9767834975984988,834307.81,852790.954,320000.0,320000.0,1478.65,7266.31
2023-06-13,STS-U1,1147305.8769999999,1174853.159,27547.282000000123,0.9765525744311335,836408.687,854853.159,320000.0,320000.0,1475.56,7627.25
2023-06-14,STS-U1,1135482.1239999998,1162895.379,27413.25500000012,0.9764267229064292,824512.744,842895.379,320000.0,320000.0,1470.61,7560.01
2023-06-15,STS-U1,1142762.8719999997,1169853.257,27090.385000000242,0.9768429203937326,831271.502,849853.257,320000.0,320000.0,1486.54,7022.09
2023-06-16,STS-U1,1144902.861,1172229.704,27326.842999999877,0.9766881500214911,833474.761,852229.704,320000.0,320000.0,1500.4,7071.5
2023-06-17,STS-U1,1052950.5620000002,1076239.909,23289.346999999834,0.9783604502999341,740553.692,756239.909,320000.0,320000.0,1254.89,6348.24
2023-06-18,STS-U1,1051772.787,1075108.792,23336.00499999989,0.9782942850308307,739468.227,755108.792,320000.0,320000.0,1251.25,6444.19
2023-06-19,STS-U1,1137140.671,1164446.7149999999,27306.04399999976,0.9765501987783102,826314.881,844446.715,320000.0,320000.0,1450.54,7723.67
2023-06-20,STS-U1,1143814.2599999998,1170843.679,27029.419000000227,0.9769145792177094,832620.86,850843.679,320000.0,320000.0,1457.83,7348.77
2023-06-21,STS-U1,1145100.6280000003,1172552.875,27452.24699999974,0.9765876255260559,833519.208,852552.875,320000.0,320000.0,1522.7,6895.88
2023-06-22,STS-U1,1139450.124,1167894.526,28444.402000000002,0.9756447167387443,828582.444,847894.526,320000.0,320000.0,1544.97,7587.35
2023-06-23,STS-U1,1145163.7319999998,1172220.35,27056.61800000025,0.9769184880641253,833782.062,852220.35,320000.0,320000.0,1475.07,7143.26
2023-06-24,STS-U1,1055252.215,1079333.3939999999,24081.17899999977,0.9776888409699295,743159.525,759333.394,320000.0,320000.0,1293.91,6613.4
2023-06-25,STS-U1,1058428.9670000002,1082746.098,24317.13099999982,0.9775412434688822,746231.907,762746.098,320000.0,320000.0,1321.14,6481.8
2023-06-26,STS-U1,1140673.1149999998,1168311.926,27638.81100000022,0.9763429522673551,829471.235,848311.926,320000.0,320000.0,1507.25,7290.87
2023-06-27,STS-U1,1150532.955,1177580.0529999998,27047.097999999765,0.9770316269105488,839313.205,857580.053,320000.0,320000.0,1461.35,7318.9
2023-06-28,STS-U1,1145813.071,1173363.611,27550.540000000037,0.9765200320329347,834557.791,853363.611,320000.0,320000.0,1504.46,7240.26
2023-06-29,STS-U1,1144984.387,1172444.279,27459.891999999993,0.9765789364221035,833573.307,852444.279,320000.0,320000.0,1509.68,7079.24
2023-06-30,STS-U1,1141687.7189999998,1168571.281,26883.56200000015,0.9769945039407484,830647.019,848571.281,320000.0,320000.0,1433.95,7525.35
2023-07-01,STS-U1,821893.6369999999,844309.409,22415.772000000114,0.9734507613428715,507294.627,524309.409,320000.0,320000.0,1361.18,4039.81
2023-07-02,STS-U1,823352.617,844185.9720000001,20833.355000000098,0.9753213679319466,508171.127,524185.972,320000.0,320000.0,1281.18,3537.33
2023-07-03,STS-U1,905233.871,928199.006,22965.13500000001,0.9752583930261179,590525.501,608199.006,320000.0,320000.0,1413.87,3877.76
2023-07-04,STS-U1,910521.564,932890.665,22369.101000000024,0.9760217334793462,595774.034,612890.665,320000.0,320000.0,1369.33,3883.14
2023-07-05,STS-U1,901357.365,923722.867,22365.50199999998,0.9757876493058605,586640.905,603722.867,320000.0,320000.0,1366.55,3916.99
2023-07-06,STS-U1,906508.651,929484.895,22976.244000000064,0.9752806698381041,592128.101,609484.895,320000.0,320000.0,1388.54,4230.91
2023-07-07,STS-U1,900772.934,924130.957,23358.023000000045,0.9747243366071979,586610.804,604130.957,320000.0,320000.0,1401.61,4436.26
2023-07-08,STS-U1,820134.581,841070.565,20935.98399999994,0.9751079340174033,504695.481,521070.565,320000.0,320000.0,1310.01,3250.89
2023-07-09,STS-U1,823333.5480000001,843555.869,20222.32099999988,0.9760272890709982,507774.978,523555.869,320000.0,320000.0,1262.47,3178.96
