date,unit_id,miss_mwh,dsm_penalties_usd
2023-03-02,STS-U1,177.942,686.12
2023-03-03,STS-U1,224.061,833.25
2023-03-04,STS-U1,184.557,664.84
2023-03-05,STS-U1,200.043,705.18
2023-03-06,STS-U1,192.004,742.52
2023-03-07,STS-U1,175.775,660.79
2023-03-08,STS-U1,183.276,695.98
2023-03-09,STS-U1,235.278,826.69
2023-03-10,STS-U1,187.071,723.68
2023-03-11,STS-U1,189.663,673.85
2023-03-12,STS-U1,178.559,637.03
2023-03-13,STS-U1,168.781,647.62
2023-03-14,STS-U1,169.955,655.02
2023-03-15,STS-U1,213.043,806.46
2023-03-16,STS-U1,194.288,751.09
2023-03-17,STS-U1,175.07,675.64
2023-03-18,STS-U1,173.928,616.05
2023-03-19,STS-U1,187.3,675.11
2023-03-20,STS-U1,180.118,692.14
2023-03-21,STS-U1,187.237,716.88
2023-03-22,STS-U1,199.592,749.81
2023-03-23,STS-U1,169.813,639.48
2023-03-24,STS-U1,174.227,663.38
2023-03-25,STS-U1,182.542,653.85
2023-03-26,STS-U1,193.951,683.66
2023-03-27,STS-U1,177.016,683.57
2023-03-28,STS-U1,181.256,693.26
2023-03-29,STS-U1,175.294,678.18
2023-03-30,STS-U1,195.821,744.19
2023-03-31,STS-U1,215.922,810.56
2023-04-01,STS-U1,281.205,1316.09
2023-04-02,STS-U1,311.908,1456.07
2023-04-03,STS-U1,263.471,1272.91
2023-04-04,STS-U1,301.857,1504.36
2023-04-05,STS-U1,293.556,1455.34
2023-04-06,STS-U1,305.578,1536.5
2023-04-07,STS-U1,294.365,1468.59
2023-04-08,STS-U1,277.0,1306.9
2023-04-09,STS-U1,293.606,1367.17
2023-04-10,STS-U1,297.347,1499.63
2023-04-11,STS-U1,280.614,1395.76
2023-04-12,STS-U1,289.686,1444.52
2023-04-13,STS-U1,310.916,1543.63
2023-04-14,STS-U1,295.639,1490.79
2023-04-15,STS-U1,287.508,1354.54
2023-04-16,STS-U1,274.828,1282.2
2023-04-17,STS-U1,282.025,1405.62
2023-04-18,STS-U1,305.357,1513.13
2023-04-19,STS-U1,280.703,1385.78
2023-04-20,STS-U1,270.57,1339.47
2023-04-21,STS-U1,295.474,1482.52
2023-04-22,STS-U1,273.04,1293.66
2023-04-23,STS-U1,285.935,1339.41
2023-04-24,STS-U1,281.315,1407.88
2023-04-25,STS-U1,300.748,1495.19
2023-04-26,STS-U1,297.268,1488.08
2023-04-27,STS-U1,289.688,1449.17
2023-04-28,STS-U1,278.506,1388.77
2023-04-29,STS-U1,276.023,1309.25
2023-04-30,STS-U1,278.204,1310.01
2023-05-01,STS-U1,292.012,1459.66
2023-05-02,STS-U1,284.53,1412.43
2023-05-03,STS-U1,302.165,1514.17
2023-05-04,STS-U1,300.538,1500.95
2023-05-05,STS-U1,299.042,1501.54
2023-05-06,STS-U1,274.219,1294.15
2023-05-07,STS-U1,269.549,1272.08
2023-05-08,STS-U1,299.84,1499.59
2023-05-09,STS-U1,293.447,1461.36
2023-05-10,STS-U1,281.486,1379.6
2023-05-11,STS-U1,297.435,1487.52
2023-05-12,STS-U1,113.693,618.28
2023-05-13,STS-U1,262.756,1208.74
2023-05-14,STS-U1,284.122,1335.57
2023-05-15,STS-U1,295.874,1486.06
2023-05-16,STS-U1,288.572,1446.08
2023-05-17,STS-U1,298.746,1500.26
2023-05-18,STS-U1,284.39,1410.51
2023-05-19,STS-U1,298.021,1479.51
2023-05-20,STS-U1,293.432,1375.58
2023-05-21,STS-U1,290.951,1371.92
2023-05-22,STS-U1,283.172,1414.11
2023-05-23,STS-U1,304.918,1524.68
2023-05-24,STS-U1,266.416,1295.79
2023-05-25,STS-U1,291.406,1448.99
2023-05-26,STS-U1,300.604,1493.38
2023-05-27,STS-U1,283.08,1342.84
2023-05-28,STS-U1,265.574,1244.34
2023-05-29,STS-U1,286.232,1438.67
2023-05-30,STS-U1,295.199,1481.96
2023-05-31,STS-U1,303.909,1526.93
2023-06-01,STS-U1,299.24,1499.98
2023-06-02,STS-U1,321.331,1616.88
2023-06-03,STS-U1,272.754,1288.48
2023-06-04,STS-U1,268.845,1261.73
2023-06-05,STS-U1,289.681,1446.03
2023-06-06,STS-U1,284.72,1432.81
2023-06-07,STS-U1,287.641,1433.47
2023-06-08,STS-U1,300.948,1504.94
2023-06-09,STS-U1,292.39,1474.1
2023-06-10,STS-U1,280.59,1325.21
2023-06-11,STS-U1,273.257,1281.01
2023-06-12,STS-U1,296.037,1478.65
2023-06-13,STS-U1,293.766,1475.56
2023-06-14,STS-U1,295.642,1470.61
2023-06-15,STS-U1,296.919,1486.54
2023-06-16,STS-U1,299.639,1500.4
2023-06-17,STS-U1,266.598,1254.89
2023-06-18,STS-U1,266.901,1251.25
2023-06-19,STS-U1,292.508,1450.54
2023-06-20,STS-U1,290.988,1457.83
2023-06-21,STS-U1,302.769,1522.7
2023-06-22,STS-U1,310.042,1544.97
2023-06-23,STS-U1,296.128,1475.07
2023-06-24,STS-U1,274.937,1293.91
2023-06-25,STS-U1,277.213,1321.14
2023-06-26,STS-U1,303.336,1507.25
2023-06-27,STS-U1,288.92,1461.35
2023-06-28,STS-U1,300.547,1504.46
2023-06-29,STS-U1,301.24,1509.68
2023-06-30,STS-U1,288.099,1433.95
2023-07-01,STS-U1,334.544,1361.18
2023-07-02,STS-U1,319.068,1281.18
2023-07-03,STS-U1,325.836,1413.87
2023-07-04,STS-U1,317.304,1369.33
2023-07-05,STS-U1,320.292,1366.55
2023-07-06,STS-U1,321.573,1388.54
2023-07-07,STS-U1,327.306,1401.61
2023-07-08,STS-U1,322.319,1310.01
2023-07-09,STS-U1,311.679,1262.47
2023-07-10,STS-U1,317.065,1363.49
2023-07-11,STS-U1,312.292,1334.76
2023-07-12,STS-U1,319.122,1368.79
2023-07-13,STS-U1,310.621,1326.4
2023-07-14,STS-U1,308.566,1324.79
2023-07-15,STS-U1,329.604,1348.53
2023-07-16,STS-U1,311.174,1251.38
2023-07-17,STS-U1,319.818,1386.77
2023-07-18,STS-U1,312.837,1366.0
2023-07-19,STS-U1,323.789,1399.55
2023-07-20,STS-U1,326.965,1395.33
2023-07-21,STS-U1,327.785,1406.12
2023-07-22,STS-U1,319.354,1289.57
2023-07-23,STS-U1,335.508,1360.39
2023-07-24,STS-U1,319.598,1376.49
2023-07-25,STS-U1,321.519,1398.13
2023-07-26,STS-U1,314.398,1343.77
2023-07-27,STS-U1,312.008,1350.04
2023-07-28,STS-U1,315.152,1344.37
2023-07-29,STS-U1,329.587,1339.48
2023-07-30,STS-U1,320.716,1299.03
2023-07-31,STS-U1,319.741,1374.79
2023-08-01,STS-U1,316.716,1336.09
2023-08-02,STS-U1,326.952,1398.46
2023-08-03,STS-U1,314.339,1352.38
2023-08-04,STS-U1,309.274,1347.78
2023-08-05,STS-U1,326.016,1341.45
2023-08-06,STS-U1,327.111,1330.83
2023-08-07,STS-U1,319.466,1385.04
2023-08-08,STS-U1,316.957,1358.38
2023-08-09,STS-U1,329.706,1427.66
2023-08-10,STS-U1,323.105,1397.1
2023-08-11,STS-U1,323.127,1380.29
2023-08-12,STS-U1,322.184,1297.82
2023-08-13,STS-U1,316.159,1292.51
2023-08-14,STS-U1,320.59,1384.58
2023-08-15,STS-U1,312.12,1349.49
2023-08-16,STS-U1,311.883,1335.9
2023-08-17,STS-U1,324.994,1400.16
2023-08-18,STS-U1,307.115,1313.15
2023-08-19,STS-U1,310.785,1260.05
2023-08-20,STS-U1,322.555,1309.0
2023-08-21,STS-U1,331.55,1426.72
2023-08-22,STS-U1,319.363,1380.93
2023-08-23,STS-U1,329.139,1417.48
2023-08-24,STS-U1,323.509,1378.74
2023-08-25,STS-U1,307.99,1321.27
2023-08-26,STS-U1,330.062,1338.0
2023-08-27,STS-U1,325.345,1319.43
2023-08-28,STS-U1,327.587,1400.49
2023-08-29,STS-U1,305.644,1307.81
2023-08-30,STS-U1,321.103,1377.81
2023-08-31,STS-U1,343.188,1512.99
2023-09-01,STS-U1,319.897,1390.64
2023-09-02,STS-U1,316.081,1284.84
2023-09-03,STS-U1,313.45,1274.52
2023-09-04,STS-U1,311.252,1334.41
2023-09-05,STS-U1,0.0,0.0
2023-09-06,STS-U1,0.0,0.0
2023-09-07,STS-U1,0.0,0.0
2023-09-08,STS-U1,0.0,0.0
2023-09-09,STS-U1,0.0,0.0
2023-09-10,STS-U1,0.0,0.0
2023-09-11,STS-U1,0.0,0.0
2023-09-12,STS-U1,328.978,1414.53
2023-09-13,STS-U1,307.941,1310.9
2023-09-14,STS-U1,305.421,1303.33
2023-09-15,STS-U1,309.769,1333.93
2023-09-16,STS-U1,317.597,1264.91
2023-09-17,STS-U1,318.954,1286.92
2023-09-18,STS-U1,323.724,1392.73
2023-09-19,STS-U1,313.615,1354.86
2023-09-20,STS-U1,322.316,1393.45
2023-09-21,STS-U1,329.246,1420.43
2023-09-22,STS-U1,347.501,1506.42
2023-09-23,STS-U1,308.094,1260.6
2023-09-24,STS-U1,310.784,1267.69
2023-09-25,STS-U1,327.434,1399.17
2023-09-26,STS-U1,310.284,1339.75
2023-09-27,STS-U1,371.419,1570.71
2023-09-28,STS-U1,309.944,1333.69
2023-09-29,STS-U1,313.145,1344.87
2023-09-30,STS-U1,321.307,1302.05
2023-10-01,STS-U1,186.129,665.98
2023-10-02,STS-U1,185.141,712.01
2023-10-03,STS-U1,175.569,657.85
2023-10-04,STS-U1,169.693,644.44
2023-10-05,STS-U1,179.329,685.9
2023-10-06,STS-U1,181.327,701.49
2023-10-07,STS-U1,193.029,681.54
2023-10-08,STS-U1,169.707,600.62
2023-10-09,STS-U1,175.175,670.32
2023-10-10,STS-U1,178.589,687.23
2023-10-11,STS-U1,179.918,685.65
2023-10-12,STS-U1,171.318,659.08
2023-10-13,STS-U1,174.966,669.41
2023-10-14,STS-U1,185.025,655.83
2023-10-15,STS-U1,179.787,643.74
2023-10-16,STS-U1,173.441,665.77
2023-10-17,STS-U1,183.876,703.54
2023-10-18,STS-U1,175.969,670.11
2023-10-19,STS-U1,173.218,655.38
2023-10-20,STS-U1,169.059,643.3
2023-10-21,STS-U1,180.06,647.92
2023-10-22,STS-U1,181.317,647.3
2023-10-23,STS-U1,183.77,700.68
2023-10-24,STS-U1,213.242,795.61
2023-10-25,STS-U1,197.398,752.33
2023-10-26,STS-U1,178.982,688.31
2023-10-27,STS-U1,189.092,727.24
2023-10-28,STS-U1,174.734,622.21
2023-10-29,STS-U1,189.222,680.62
2023-10-30,STS-U1,181.024,688.56
2023-10-31,STS-U1,181.629,705.62
2023-11-01,STS-U1,184.187,703.23
2023-11-02,STS-U1,181.544,708.22
2023-11-03,STS-U1,173.879,676.12
2023-11-04,STS-U1,210.194,739.66
2023-11-05,STS-U1,196.552,700.25
2023-11-06,STS-U1,174.52,661.28
2023-11-07,STS-U1,176.773,672.1
2023-11-08,STS-U1,215.649,812.73
2023-11-09,STS-U1,174.403,664.43
2023-11-10,STS-U1,177.879,672.4
2023-11-11,STS-U1,179.039,638.25
2023-11-12,STS-U1,175.759,630.92
2023-11-13,STS-U1,187.881,714.3
2023-11-14,STS-U1,175.716,671.16
2023-11-15,STS-U1,184.976,699.97
2023-11-16,STS-U1,180.491,693.84
2023-11-17,STS-U1,166.911,642.04
2023-11-18,STS-U1,183.272,653.81
2023-11-19,STS-U1,176.377,629.88
2023-11-20,STS-U1,172.188,654.61
2023-11-21,STS-U1,173.644,662.54
2023-11-22,STS-U1,187.942,712.15
2023-11-23,STS-U1,221.523,826.29
2023-11-24,STS-U1,188.872,714.87
2023-11-25,STS-U1,181.526,650.97
2023-11-26,STS-U1,174.247,611.94
2023-11-27,STS-U1,178.492,682.82
2023-11-28,STS-U1,178.538,684.93
2023-11-29,STS-U1,167.959,642.63
2023-11-30,STS-U1,195.665,761.43
2023-12-01,STS-U1,186.437,707.54
2023-12-02,STS-U1,194.137,695.1
2023-12-03,STS-U1,181.173,651.37
2023-12-04,STS-U1,189.342,732.56
2023-12-05,STS-U1,194.717,728.01
2023-12-06,STS-U1,172.69,662.73
2023-12-07,STS-U1,189.632,712.9
2023-12-08,STS-U1,184.159,701.32
2023-12-09,STS-U1,171.871,622.53
2023-12-10,STS-U1,174.427,626.5
2023-12-11,STS-U1,183.362,701.53
2023-12-12,STS-U1,167.638,650.6
2023-12-13,STS-U1,184.758,707.35
2023-12-14,STS-U1,193.806,720.43
2023-12-15,STS-U1,175.646,668.16
2023-12-16,STS-U1,190.123,678.15
2023-12-17,STS-U1,181.135,654.15
2023-12-18,STS-U1,176.714,669.34
2023-12-19,STS-U1,180.045,687.49
2023-12-20,STS-U1,181.665,681.47
2023-12-21,STS-U1,175.667,668.22
2023-12-22,STS-U1,181.559,692.61
2023-12-23,STS-U1,195.629,701.35
2023-12-24,STS-U1,175.789,620.45
2023-12-25,STS-U1,178.328,689.31
2023-12-26,STS-U1,204.54,801.87
2023-12-27,STS-U1,180.823,690.18
2023-12-28,STS-U1,189.806,723.43
2023-12-29,STS-U1,169.143,644.44
2023-12-30,STS-U1,200.218,693.51
2023-12-31,STS-U1,177.511,634.36
2024-01-01,STS-U1,179.607,687.51
2024-01-02,STS-U1,185.116,710.22
2024-01-03,STS-U1,188.686,709.83
2024-01-04,STS-U1,162.022,615.53
2024-01-05,STS-U1,183.228,703.9
2024-01-06,STS-U1,244.396,857.87
2024-01-07,STS-U1,168.866,603.07
2024-01-08,STS-U1,177.518,667.59
2024-01-09,STS-U1,189.284,729.79
2024-01-10,STS-U1,182.961,699.12
2024-01-11,STS-U1,170.106,642.43
2024-01-12,STS-U1,235.08,877.54
2024-01-13,STS-U1,210.568,754.45
2024-01-14,STS-U1,196.008,695.07
2024-01-15,STS-U1,201.477,803.65
2024-01-16,STS-U1,182.953,687.61
2024-01-17,STS-U1,189.685,730.85
2024-01-18,STS-U1,174.367,663.79
2024-01-19,STS-U1,170.375,643.45
2024-01-20,STS-U1,183.715,667.68
2024-01-21,STS-U1,187.642,679.97
2024-01-22,STS-U1,179.588,696.58
2024-01-23,STS-U1,185.041,701.79
2024-01-24,STS-U1,172.107,649.76
2024-01-25,STS-U1,186.482,715.07
2024-01-26,STS-U1,178.37,680.24
2024-01-27,STS-U1,175.903,630.36
2024-01-28,STS-U1,174.054,621.08
2024-01-29,STS-U1,175.257,669.36
2024-01-30,STS-U1,184.474,712.93
2024-01-31,STS-U1,175.102,668.56
2024-02-01,STS-U1,180.671,699.24
2024-02-02,STS-U1,172.614,659.6
2024-02-03,STS-U1,188.385,675.5
2024-02-04,STS-U1,183.101,657.23
2024-02-05,STS-U1,171.994,653.92
2024-02-06,STS-U1,181.305,696.62
2024-02-07,STS-U1,173.972,667.27
2024-02-08,STS-U1,189.912,724.65
2024-02-09,STS-U1,184.81,705.49
2024-02-10,STS-U1,184.974,656.52
2024-02-11,STS-U1,190.605,689.41
2024-02-12,STS-U1,186.17,715.99
2024-02-13,STS-U1,186.187,712.6
2024-02-14,STS-U1,173.389,666.76
2024-02-15,STS-U1,177.241,682.42
2024-02-16,STS-U1,187.806,707.24
2024-02-17,STS-U1,179.908,657.95
2024-02-18,STS-U1,187.116,662.23
2024-02-19,STS-U1,175.946,679.17
2024-02-20,STS-U1,171.747,652.66
2024-02-21,STS-U1,190.018,722.14
2024-02-22,STS-U1,197.147,737.17
2024-02-23,STS-U1,151.847,587.72
2024-02-24,STS-U1,171.87,605.3
2024-02-25,STS-U1,176.007,630.4
2024-02-26,STS-U1,172.718,666.13
2024-02-27,STS-U1,206.239,805.45
2024-02-28,STS-U1,178.561,678.87
2024-02-29,STS-U1,191.412,732.33
2024-03-01,STS-U1,183.683,708.54
2024-03-02,STS-U1,187.618,674.98
2024-03-03,STS-U1,176.145,622.19
2024-03-04,STS-U1,194.312,749.05
2024-03-05,STS-U1,171.874,655.92
2024-03-06,STS-U1,172.069,657.32
2024-03-07,STS-U1,174.667,672.06
2024-03-08,STS-U1,179.545,680.07
2024-03-09,STS-U1,180.905,643.65
2024-03-10,STS-U1,182.986,650.44
2024-03-11,STS-U1,177.226,681.39
2024-03-12,STS-U1,189.124,707.39
2024-03-13,STS-U1,188.478,711.09
2024-03-14,STS-U1,180.129,689.6
2024-03-15,STS-U1,183.294,693.09
2024-03-16,STS-U1,171.2,614.47
2024-03-17,STS-U1,107.812,390.58
2024-03-18,STS-U1,185.263,705.34
2024-03-19,STS-U1,186.588,705.89
2024-03-20,STS-U1,183.319,696.96
2024-03-21,STS-U1,182.881,699.94
2024-03-22,STS-U1,175.365,667.5
2024-03-23,STS-U1,201.028,721.97
2024-03-24,STS-U1,174.094,625.01
2024-03-25,STS-U1,175.764,676.55
2024-03-26,STS-U1,191.506,738.74
2024-03-27,STS-U1,178.575,682.73
2024-03-28,STS-U1,181.032,698.91
2024-03-29,STS-U1,187.242,706.74
2024-03-30,STS-U1,183.537,649.05
2024-03-31,STS-U1,182.602,651.71
2024-04-01,STS-U1,291.012,1448.09
2024-04-02,STS-U1,296.751,1473.18
2024-04-03,STS-U1,300.723,1501.2
2024-04-04,STS-U1,287.162,1450.48
2024-04-05,STS-U1,292.911,1467.13
2024-04-06,STS-U1,270.588,1282.41
2024-04-07,STS-U1,279.077,1315.48
2024-04-08,STS-U1,395.381,1932.08
2024-04-09,STS-U1,290.447,1446.61
2024-04-10,STS-U1,298.601,1494.57
2024-04-11,STS-U1,305.729,1528.27
2024-04-12,STS-U1,298.967,1484.1
2024-04-13,STS-U1,282.316,1335.73
2024-04-14,STS-U1,276.273,1300.53
2024-04-15,STS-U1,367.808,1797.62
2024-04-16,STS-U1,308.114,1523.64
2024-04-17,STS-U1,295.345,1482.82
2024-04-18,STS-U1,292.213,1465.63
2024-04-19,STS-U1,298.231,1487.42
2024-04-20,STS-U1,280.357,1315.88
2024-04-21,STS-U1,276.235,1305.56
2024-04-22,STS-U1,299.179,1507.94
2024-04-23,STS-U1,295.035,1465.32
2024-04-24,STS-U1,310.625,1553.21
2024-04-25,STS-U1,286.855,1429.78
2024-04-26,STS-U1,305.969,1525.1
2024-04-27,STS-U1,274.217,1282.01
2024-04-28,STS-U1,274.449,1295.34
2024-04-29,STS-U1,297.953,1496.79
2024-04-30,STS-U1,295.764,1481.2
2024-05-01,STS-U1,300.124,1509.86
2024-05-02,STS-U1,286.794,1427.45
2024-05-03,STS-U1,295.685,1471.0
2024-05-04,STS-U1,269.831,1264.76
2024-05-05,STS-U1,280.404,1311.89
2024-05-06,STS-U1,294.547,1467.75
2024-05-07,STS-U1,297.888,1477.92
2024-05-08,STS-U1,294.343,1471.93
2024-05-09,STS-U1,293.929,1468.58
2024-05-10,STS-U1,291.039,1444.56
2024-05-11,STS-U1,272.038,1275.01
2024-05-12,STS-U1,329.571,1527.31
2024-05-13,STS-U1,306.207,1527.43
2024-05-14,STS-U1,299.084,1488.29
2024-05-15,STS-U1,291.098,1456.17
2024-05-16,STS-U1,296.676,1462.29
2024-05-17,STS-U1,310.226,1547.13
2024-05-18,STS-U1,277.956,1310.91
2024-05-19,STS-U1,269.521,1274.79
2024-05-20,STS-U1,291.826,1464.84
2024-05-21,STS-U1,296.708,1495.75
2024-05-22,STS-U1,295.389,1486.84
2024-05-23,STS-U1,301.489,1505.49
2024-05-24,STS-U1,295.729,1473.43
2024-05-25,STS-U1,286.818,1340.42
2024-05-26,STS-U1,273.137,1284.0
2024-05-27,STS-U1,316.715,1580.73
2024-05-28,STS-U1,310.553,1559.06
2024-05-29,STS-U1,315.307,1589.0
2024-05-30,STS-U1,312.814,1574.57
2024-05-31,STS-U1,344.844,1706.69
2024-06-01,STS-U1,265.966,1235.59
2024-06-02,STS-U1,266.144,1243.48
2024-06-03,STS-U1,202.457,951.21
2024-06-04,STS-U1,213.041,987.73
2024-06-05,STS-U1,218.994,1018.5
2024-06-06,STS-U1,205.365,967.5
2024-06-07,STS-U1,198.521,924.64
2024-06-08,STS-U1,262.207,1222.31
2024-06-09,STS-U1,256.722,1183.54
2024-06-10,STS-U1,204.744,948.92
2024-06-11,STS-U1,206.463,970.38
2024-06-12,STS-U1,211.699,982.19
2024-06-13,STS-U1,202.777,948.47
2024-06-14,STS-U1,205.581,945.2
2024-06-15,STS-U1,254.358,1183.42
2024-06-16,STS-U1,253.147,1179.63
2024-06-17,STS-U1,200.668,923.91
2024-06-18,STS-U1,213.384,989.0
2024-06-19,STS-U1,194.583,900.27
2024-06-20,STS-U1,213.552,989.79
2024-06-21,STS-U1,207.384,963.62
2024-06-22,STS-U1,267.85,1240.28
2024-06-23,STS-U1,269.074,1247.94
2024-06-24,STS-U1,205.748,954.04
2024-06-25,STS-U1,195.332,904.86
2024-06-26,STS-U1,213.052,983.3
2024-06-27,STS-U1,217.527,1022.43
2024-06-28,STS-U1,209.825,981.4
2024-06-29,STS-U1,249.497,1153.23
2024-06-30,STS-U1,263.214,1239.6
2024-07-01,STS-U1,399.183,1759.26
2024-07-02,STS-U1,314.279,1358.64
2024-07-03,STS-U1,323.34,1404.43
2024-07-04,STS-U1,314.434,1347.27
2024-07-05,STS-U1,326.255,1422.51
2024-07-06,STS-U1,315.865,1262.41
2024-07-07,STS-U1,319.563,1310.97
2024-07-08,STS-U1,318.642,1374.26
2024-07-09,STS-U1,309.257,1318.27
2024-07-10,STS-U1,323.039,1385.44
2024-07-11,STS-U1,322.968,1403.19
2024-07-12,STS-U1,314.134,1359.29
2024-07-13,STS-U1,324.58,1336.57
2024-07-14,STS-U1,324.565,1317.79
2024-07-15,STS-U1,320.905,1369.63
2024-07-16,STS-U1,311.725,1350.52
2024-07-17,STS-U1,311.22,1327.38
2024-07-18,STS-U1,325.051,1391.9
2024-07-19,STS-U1,325.246,1400.8
2024-07-20,STS-U1,386.632,1533.83
2024-07-21,STS-U1,316.893,1283.1
2024-07-22,STS-U1,314.715,1350.49
2024-07-23,STS-U1,348.075,1493.41
2024-07-24,STS-U1,361.589,1584.06
2024-07-25,STS-U1,313.065,1352.16
2024-07-26,STS-U1,327.306,1405.86
2024-07-27,STS-U1,328.105,1325.11
2024-07-28,STS-U1,313.179,1282.97
2024-07-29,STS-U1,339.325,1465.82
2024-07-30,STS-U1,313.361,1357.97
2024-07-31,STS-U1,332.831,1437.29
2024-08-01,STS-U1,310.556,1349.41
2024-08-02,STS-U1,314.431,1368.34
2024-08-03,STS-U1,318.761,1299.39
2024-08-04,STS-U1,311.425,1264.16
2024-08-05,STS-U1,323.764,1394.98
2024-08-06,STS-U1,322.825,1388.46
2024-08-07,STS-U1,320.203,1383.37
2024-08-08,STS-U1,332.259,1435.51
2024-08-09,STS-U1,317.448,1371.57
2024-08-10,STS-U1,328.726,1336.0
2024-08-11,STS-U1,309.771,1260.91
2024-08-12,STS-U1,309.781,1343.68
2024-08-13,STS-U1,315.379,1361.3
2024-08-14,STS-U1,311.524,1334.99
2024-08-15,STS-U1,316.598,1361.64
2024-08-16,STS-U1,313.269,1347.08
2024-08-17,STS-U1,326.603,1330.26
2024-08-18,STS-U1,313.861,1279.35
2024-08-19,STS-U1,320.499,1380.13
2024-08-20,STS-U1,324.569,1405.15
2024-08-21,STS-U1,319.292,1369.8
2024-08-22,STS-U1,316.221,1369.5
2024-08-23,STS-U1,318.384,1359.08
2024-08-24,STS-U1,319.009,1300.03
2024-08-25,STS-U1,327.913,1316.76
2024-08-26,STS-U1,316.507,1370.07
2024-08-27,STS-U1,315.741,1361.57
2024-08-28,STS-U1,311.733,1338.55
2024-08-29,STS-U1,324.985,1400.93
2024-08-30,STS-U1,369.193,1575.56
2024-08-31,STS-U1,310.087,1258.76
2024-09-01,STS-U1,330.626,1352.84
2024-09-02,STS-U1,337.811,1449.16
2024-09-03,STS-U1,323.686,1407.19
2024-09-04,STS-U1,319.644,1390.7
2024-09-05,STS-U1,135.161,520.25
2024-09-06,STS-U1,245.552,1089.49
2024-09-07,STS-U1,304.17,1241.68
2024-09-08,STS-U1,330.03,1348.77
2024-09-09,STS-U1,307.117,1312.23
2024-09-10,STS-U1,310.115,1343.23
2024-09-11,STS-U1,308.796,1315.63
2024-09-12,STS-U1,309.856,1331.75
2024-09-13,STS-U1,311.578,1328.86
2024-09-14,STS-U1,306.486,1242.04
2024-09-15,STS-U1,310.807,1263.0
2024-09-16,STS-U1,313.011,1351.99
2024-09-17,STS-U1,315.348,1370.21
2024-09-18,STS-U1,315.143,1358.17
2024-09-19,STS-U1,313.079,1337.1
2024-09-20,STS-U1,313.183,1346.15
2024-09-21,STS-U1,321.241,1312.61
2024-09-22,STS-U1,305.752,1245.85
2024-09-23,STS-U1,311.368,1329.33
2024-09-24,STS-U1,317.598,1343.44
2024-09-25,STS-U1,321.535,1373.21
2024-09-26,STS-U1,307.669,1323.66
2024-09-27,STS-U1,313.067,1351.17
2024-09-28,STS-U1,316.972,1295.03
2024-09-29,STS-U1,313.24,1276.18
2024-09-30,STS-U1,308.775,1330.74
2024-10-01,STS-U1,173.659,663.76
2024-10-02,STS-U1,173.885,662.66
2024-10-03,STS-U1,167.894,636.38
2024-10-04,STS-U1,179.298,694.92
2024-10-05,STS-U1,181.561,669.63
2024-10-06,STS-U1,169.345,613.79
2024-10-07,STS-U1,175.558,675.42
2024-10-08,STS-U1,171.381,654.59
2024-10-09,STS-U1,171.466,658.45
