src_node_id,edge_type,dst_node_id,evidence_ref
ASSET::STS-U1-BOI-MILLS,PARENT_OF,ASSET::STS-U1-MILL-1,asset_hierarchy.csv
ASSET::STS-U1-BOI-MILLS,PARENT_OF,ASSET::STS-U1-MILL-2,asset_hierarchy.csv
ASSET::STS-U1-BOI-MILLS,PARENT_OF,ASSET::STS-U1-MILL-3,asset_hierarchy.csv
ASSET::STS-U1-BOI-MILLS,PARENT_OF,ASSET::STS-U1-MILL-4,asset_hierarchy.csv
ASSET::STS-U1-BOI-MILLS,PARENT_OF,ASSET::STS-U1-MILL-5,asset_hierarchy.csv
ASSET::STS-U1-BOI-MILLS,PARENT_OF,ASSET::STS-U1-MILL-6,asset_hierarchy.csv
ASSET::STS-U1-TUR-BRG,PARENT_OF,ASSET::STS-U1-TB-BRG2,asset_hierarchy.csv
ASSET::STS-U1-TUR-CV,PARENT_OF,ASSET::STS-U1-TB-CV-HP,asset_hierarchy.csv
ASSET::STS-U1-COL-CND,PARENT_OF,ASSET::STS-U1-CND,asset_hierarchy.csv
ASSET::STS-U1-COL-CT,PARENT_OF,ASSET::STS-U1-CTF-BANK1,asset_hierarchy.csv
ASSET::STS-U1-COL-CWP,PARENT_OF,ASSET::STS-U1-CWP-1,asset_hierarchy.csv
ASSET::STS-U1-COL-CWP,PARENT_OF,ASSET::STS-U1-CWP-2,asset_hierarchy.csv
ASSET::STS-U1-ELC-XFMR,PARENT_OF,ASSET::STS-U1-XFMR-GSU,asset_hierarchy.csv
ASSET::STS-U1-ELC-SWYD,PARENT_OF,ASSET::STS-U1-SWYD-1,asset_hierarchy.csv
ASSET::STS-U1-CTL-DCS,PARENT_OF,ASSET::STS-U1-DCS,asset_hierarchy.csv
TAG::TAG-U1-FurnaceDraftPressure_Pa,MEASURES,ASSET::STS-U1-BOI-FURNACE,sensor_registry.csv
TAG::TAG-U1-IDFanSpeed_pct,MEASURES,ASSET::STS-U1-IDF-A,sensor_registry.csv
TAG::TAG-U1-DamperPosition_pct,MEASURES,ASSET::STS-U1-DAMPER-FG,sensor_registry.csv
TAG::TAG-U1-O2_pct,MEASURES,ASSET::STS-U1-BOI-FURNACE,sensor_registry.csv
TAG::TAG-U1-MillCurrent_A,MEASURES,ASSET::STS-U1-MILL-1,sensor_registry.csv
TAG::TAG-U1-TurbineVibration_mm_s,MEASURES,ASSET::STS-U1-TB-BRG2,sensor_registry.csv
TAG::TAG-U1-CondenserTemp_C,MEASURES,ASSET::STS-U1-CND,sensor_registry.csv
TAG::TAG-U1-AuxLoad_MW,MEASURES,ASSET::STS-U1,sensor_registry.csv
TAG::TAG-U1-NetGeneration_MW,MEASURES,ASSET::STS-U1,sensor_registry.csv
TAG::TAG-U1-CondenserVacuum_kPa,MEASURES,ASSET::STS-U1-CND,sensor_registry.csv
EVENT::EVT-2023-02-TB-VIB,AFFECTS,ASSET::STS-U1-TB-BRG2,events_outages_derates.csv
EVENT::EVT-DRAFT-20230303-01,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20230305-02,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20230309-03,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2023-03-MILLTRIP,AFFECTS,ASSET::STS-U1-MILL-3,events_outages_derates.csv
EVENT::EVT-DRAFT-20230403-04,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2023-05-TUBELEAK,AFFECTS,ASSET::STS-U1-SH-OUT,events_outages_derates.csv
EVENT::EVT-DRAFT-20230513-05,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20230524-06,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2023-07-WETCOAL,AFFECTS,ASSET::STS-U1-MILL-3,events_outages_derates.csv
EVENT::EVT-2023-09-PM1,AFFECTS,ASSET::STS-U1-SH-OUT,events_outages_derates.csv
EVENT::EVT-DRAFT-20230927-07,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20231104-08,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20231108-09,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20231123-10,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20231230-11,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240106-12,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240112-13,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2024-02-TB-VIB,AFFECTS,ASSET::STS-U1-TB-BRG2,events_outages_derates.csv
EVENT::EVT-2024-03-CW-CONSTR,AFFECTS,ASSET::STS-U1-CWP-2,events_outages_derates.csv
EVENT::EVT-DRAFT-20240408-14,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240415-15,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240512-16,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240531-17,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2024-06-AUXDRIFT,AFFECTS,ASSET::STS-U1-CTF-BANK1,events_outages_derates.csv
EVENT::EVT-DRAFT-20240612-18,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240701-19,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2024-07-WETCOAL,AFFECTS,ASSET::STS-U1-MILL-3,events_outages_derates.csv
EVENT::EVT-DRAFT-20240720-20,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240724-21,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240830-22,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20240902-23,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-2024-09-PM2,AFFECTS,ASSET::STS-U1-CTF-BANK1,events_outages_derates.csv
EVENT::EVT-DRAFT-20241106-24,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20241130-25,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
EVENT::EVT-DRAFT-20241219-26,AFFECTS,ASSET::STS-U1-IDF-A,events_outages_derates.csv
WO::WO-00001,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00001,LINKED_TO,EVENT::EVT-2023-03-MILLTRIP,work_orders.csv
WO::WO-00002,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00002,LINKED_TO,EVENT::EVT-DRAFT-20240112-13,work_orders.csv
WO::WO-00003,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00003,LINKED_TO,EVENT::EVT-DRAFT-20241219-26,work_orders.csv
WO::WO-00004,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00004,LINKED_TO,EVENT::EVT-2024-02-TB-VIB,work_orders.csv
WO::WO-00005,REFERS_TO,ASSET::STS-U1-SH-OUT,work_orders.csv
WO::WO-00005,LINKED_TO,EVENT::EVT-2023-09-PM1,work_orders.csv
WO::WO-00006,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00006,LINKED_TO,EVENT::EVT-DRAFT-20240902-23,work_orders.csv
WO::WO-00007,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00008,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00008,LINKED_TO,EVENT::EVT-DRAFT-20230305-02,work_orders.csv
WO::WO-00009,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00010,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00010,LINKED_TO,EVENT::EVT-DRAFT-20230927-07,work_orders.csv
WO::WO-00011,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00011,LINKED_TO,EVENT::EVT-DRAFT-20240106-12,work_orders.csv
WO::WO-00012,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00012,LINKED_TO,EVENT::EVT-DRAFT-20230303-01,work_orders.csv
WO::WO-00013,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00013,LINKED_TO,EVENT::EVT-DRAFT-20230309-03,work_orders.csv
WO::WO-00014,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00015,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00016,REFERS_TO,ASSET::STS-U1-CTF-BANK1,work_orders.csv
WO::WO-00016,LINKED_TO,EVENT::EVT-2024-06-AUXDRIFT,work_orders.csv
WO::WO-00017,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00017,LINKED_TO,EVENT::EVT-2023-07-WETCOAL,work_orders.csv
WO::WO-00018,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00018,LINKED_TO,EVENT::EVT-DRAFT-20240106-12,work_orders.csv
WO::WO-00019,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00020,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00020,LINKED_TO,EVENT::EVT-DRAFT-20231104-08,work_orders.csv
WO::WO-00021,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00022,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00022,LINKED_TO,EVENT::EVT-DRAFT-20240112-13,work_orders.csv
WO::WO-00023,REFERS_TO,ASSET::STS-U1-SH-OUT,work_orders.csv
WO::WO-00023,LINKED_TO,EVENT::EVT-2023-05-TUBELEAK,work_orders.csv
WO::WO-00024,REFERS_TO,ASSET::STS-U1-SH-OUT,work_orders.csv
WO::WO-00024,LINKED_TO,EVENT::EVT-2023-09-PM1,work_orders.csv
WO::WO-00025,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00025,LINKED_TO,EVENT::EVT-DRAFT-20240720-20,work_orders.csv
WO::WO-00026,REFERS_TO,ASSET::STS-U1-CTF-BANK1,work_orders.csv
WO::WO-00026,LINKED_TO,EVENT::EVT-2024-06-AUXDRIFT,work_orders.csv
WO::WO-00027,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00027,LINKED_TO,EVENT::EVT-DRAFT-20231104-08,work_orders.csv
WO::WO-00028,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00029,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00029,LINKED_TO,EVENT::EVT-2024-07-WETCOAL,work_orders.csv
WO::WO-00030,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00030,LINKED_TO,EVENT::EVT-2024-02-TB-VIB,work_orders.csv
WO::WO-00031,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00032,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00033,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00033,LINKED_TO,EVENT::EVT-DRAFT-20230403-04,work_orders.csv
WO::WO-00034,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00035,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00035,LINKED_TO,EVENT::EVT-DRAFT-20240408-14,work_orders.csv
WO::WO-00036,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00037,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00037,LINKED_TO,EVENT::EVT-2024-07-WETCOAL,work_orders.csv
WO::WO-00038,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00038,LINKED_TO,EVENT::EVT-DRAFT-20241130-25,work_orders.csv
WO::WO-00039,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00039,LINKED_TO,EVENT::EVT-2024-02-TB-VIB,work_orders.csv
WO::WO-00040,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00040,LINKED_TO,EVENT::EVT-DRAFT-20240724-21,work_orders.csv
WO::WO-00041,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00041,LINKED_TO,EVENT::EVT-DRAFT-20230524-06,work_orders.csv
WO::WO-00042,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00042,LINKED_TO,EVENT::EVT-DRAFT-20231108-09,work_orders.csv
WO::WO-00043,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00044,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00044,LINKED_TO,EVENT::EVT-DRAFT-20231123-10,work_orders.csv
WO::WO-00045,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00045,LINKED_TO,EVENT::EVT-DRAFT-20240612-18,work_orders.csv
WO::WO-00046,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00047,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00048,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00048,LINKED_TO,EVENT::EVT-DRAFT-20230524-06,work_orders.csv
WO::WO-00049,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00049,LINKED_TO,EVENT::EVT-DRAFT-20240701-19,work_orders.csv
WO::WO-00050,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00050,LINKED_TO,EVENT::EVT-2023-07-WETCOAL,work_orders.csv
WO::WO-00051,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00051,LINKED_TO,EVENT::EVT-DRAFT-20231230-11,work_orders.csv
WO::WO-00052,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00052,LINKED_TO,EVENT::EVT-DRAFT-20230524-06,work_orders.csv
WO::WO-00053,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00053,LINKED_TO,EVENT::EVT-DRAFT-20240408-14,work_orders.csv
WO::WO-00054,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00054,LINKED_TO,EVENT::EVT-DRAFT-20231108-09,work_orders.csv
WO::WO-00055,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00055,LINKED_TO,EVENT::EVT-DRAFT-20230927-07,work_orders.csv
WO::WO-00056,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00056,LINKED_TO,EVENT::EVT-DRAFT-20230309-03,work_orders.csv
WO::WO-00057,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00057,LINKED_TO,EVENT::EVT-DRAFT-20231230-11,work_orders.csv
WO::WO-00058,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00059,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00060,REFERS_TO,ASSET::STS-U1-CTF-BANK1,work_orders.csv
WO::WO-00060,LINKED_TO,EVENT::EVT-2024-09-PM2,work_orders.csv
WO::WO-00061,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00061,LINKED_TO,EVENT::EVT-2024-03-CW-CONSTR,work_orders.csv
WO::WO-00062,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00062,LINKED_TO,EVENT::EVT-DRAFT-20230309-03,work_orders.csv
WO::WO-00063,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00063,LINKED_TO,EVENT::EVT-DRAFT-20241106-24,work_orders.csv
WO::WO-00064,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00065,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00066,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00066,LINKED_TO,EVENT::EVT-DRAFT-20240531-17,work_orders.csv
WO::WO-00067,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00067,LINKED_TO,EVENT::EVT-DRAFT-20240830-22,work_orders.csv
WO::WO-00068,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00068,LINKED_TO,EVENT::EVT-DRAFT-20230524-06,work_orders.csv
WO::WO-00069,REFERS_TO,ASSET::STS-U1-CTF-BANK1,work_orders.csv
WO::WO-00069,LINKED_TO,EVENT::EVT-2024-06-AUXDRIFT,work_orders.csv
WO::WO-00070,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00070,LINKED_TO,EVENT::EVT-DRAFT-20240531-17,work_orders.csv
WO::WO-00071,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00072,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00073,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00073,LINKED_TO,EVENT::EVT-DRAFT-20240902-23,work_orders.csv
WO::WO-00074,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00075,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00075,LINKED_TO,EVENT::EVT-2024-03-CW-CONSTR,work_orders.csv
WO::WO-00076,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00076,LINKED_TO,EVENT::EVT-DRAFT-20240415-15,work_orders.csv
WO::WO-00077,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00078,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00078,LINKED_TO,EVENT::EVT-DRAFT-20240701-19,work_orders.csv
WO::WO-00079,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00079,LINKED_TO,EVENT::EVT-2023-03-MILLTRIP,work_orders.csv
WO::WO-00080,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00081,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00081,LINKED_TO,EVENT::EVT-2023-03-MILLTRIP,work_orders.csv
WO::WO-00082,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00083,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00083,LINKED_TO,EVENT::EVT-DRAFT-20230403-04,work_orders.csv
WO::WO-00084,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00085,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00085,LINKED_TO,EVENT::EVT-DRAFT-20230403-04,work_orders.csv
WO::WO-00086,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00086,LINKED_TO,EVENT::EVT-DRAFT-20240612-18,work_orders.csv
WO::WO-00087,REFERS_TO,ASSET::STS-U1-CWP-2,work_orders.csv
WO::WO-00088,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00089,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00089,LINKED_TO,EVENT::EVT-DRAFT-20240408-14,work_orders.csv
WO::WO-00090,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00090,LINKED_TO,EVENT::EVT-DRAFT-20230305-02,work_orders.csv
WO::WO-00091,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00092,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00092,LINKED_TO,EVENT::EVT-DRAFT-20240106-12,work_orders.csv
WO::WO-00093,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00093,LINKED_TO,EVENT::EVT-DRAFT-20230524-06,work_orders.csv
WO::WO-00094,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00094,LINKED_TO,EVENT::EVT-DRAFT-20241130-25,work_orders.csv
WO::WO-00095,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00095,LINKED_TO,EVENT::EVT-DRAFT-20230403-04,work_orders.csv
WO::WO-00096,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00096,LINKED_TO,EVENT::EVT-2023-03-MILLTRIP,work_orders.csv
WO::WO-00097,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00098,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00098,LINKED_TO,EVENT::EVT-DRAFT-20230513-05,work_orders.csv
WO::WO-00099,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00099,LINKED_TO,EVENT::EVT-DRAFT-20240531-17,work_orders.csv
WO::WO-00100,REFERS_TO,ASSET::STS-U1-CTF-BANK1,work_orders.csv
WO::WO-00100,LINKED_TO,EVENT::EVT-2024-09-PM2,work_orders.csv
WO::WO-00101,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00101,LINKED_TO,EVENT::EVT-2024-07-WETCOAL,work_orders.csv
WO::WO-00102,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00103,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00103,LINKED_TO,EVENT::EVT-DRAFT-20231123-10,work_orders.csv
WO::WO-00104,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00105,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00105,LINKED_TO,EVENT::EVT-DRAFT-20230309-03,work_orders.csv
WO::WO-00106,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00106,LINKED_TO,EVENT::EVT-DRAFT-20240112-13,work_orders.csv
WO::WO-00107,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00107,LINKED_TO,EVENT::EVT-2023-03-MILLTRIP,work_orders.csv
WO::WO-00108,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00109,REFERS_TO,ASSET::STS-U1-TB-BRG2,work_orders.csv
WO::WO-00110,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00111,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00112,REFERS_TO,ASSET::STS-U1-APH-1,work_orders.csv
WO::WO-00113,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00113,LINKED_TO,EVENT::EVT-DRAFT-20240830-22,work_orders.csv
WO::WO-00114,REFERS_TO,ASSET::STS-U1-MILL-3,work_orders.csv
WO::WO-00114,LINKED_TO,EVENT::EVT-2023-07-WETCOAL,work_orders.csv
WO::WO-00115,REFERS_TO,ASSET::STS-U1-IDF-A,work_orders.csv
WO::WO-00115,LINKED_TO,EVENT::EVT-DRAFT-20231108-09,work_orders.csv
