date,unit_id,actual_total_revenue,revenue_target,total_revenue_loss,revenue_capture_ratio
2023-02-23,STS-U1,864673.8010000001,879296.642,14622.840999999898,0.9833698432343156
2023-02-24,STS-U1,867385.9619999999,882400.188,15014.226000000024,0.9829847883033316
2023-02-25,STS-U1,795071.122,808569.8,13498.678000000073,0.9833054882831388
2023-02-26,STS-U1,793764.5499999999,806439.617,12675.06700000004,0.9842826831261688
2023-02-27,STS-U1,868501.908,882351.519,13849.610999999915,0.9843037489007824
2023-02-28,STS-U1,867895.679,883649.34,15753.660999999964,0.9821720446257562
2023-03-01,STS-U1,865285.0490000001,879332.947,14047.897999999928,0.9840243697817456
2023-03-02,STS-U1,868773.479,883341.529,14568.04999999993,0.9835080209389772
2023-03-03,STS-U1,864385.143,885748.969,21363.826,0.9758804957750958
2023-03-04,STS-U1,792867.126,806768.6529999999,13901.526999999884,0.982768880585151
2023-03-05,STS-U1,787750.266,804971.5989999999,17221.332999999984,0.9786062849653407
2023-03-06,STS-U1,872044.172,887159.97,15115.797999999952,0.982961586961594
2023-03-07,STS-U1,866061.7289999999,880256.776,14195.04700000002,0.9838739702016222
2023-03-08,STS-U1,866719.5329999999,881616.999,14897.466000000017,0.9831021112150764
2023-03-09,STS-U1,652970.9569999999,882815.983,229845.02600000007,0.7396455995065507
2023-03-10,STS-U1,856747.8989999999,887730.116,30982.21700000018,0.9650995089142608
2023-03-11,STS-U1,776786.72,804563.389,27776.668999999994,0.9654760962532436
2023-03-12,STS-U1,789573.118,802885.395,13312.277000000002,0.9834194555251562
2023-03-13,STS-U1,865914.401,880245.048,14330.646999999995,0.9837197073331334
2023-03-14,STS-U1,874201.895,889063.855,14861.959999999965,0.9832835854068098
2023-03-15,STS-U1,868794.201,885412.954,16618.753000000026,0.981230506144142
2023-03-16,STS-U1,871102.693,886976.222,15873.52899999998,0.982103771661198
2023-03-17,STS-U1,868762.4990000001,883403.447,14640.947999999977,0.9834266573786644
2023-03-18,STS-U1,788654.275,801922.548,13268.272999999928,0.9834544208376592
2023-03-19,STS-U1,796649.09,810482.467,13833.37699999998,0.9829319231898944
2023-03-20,STS-U1,872183.7989999999,887284.007,15100.2080000001,0.9829815393032324
2023-03-21,STS-U1,874685.649,889660.169,14974.52000000002,0.9831682697261452
2023-03-22,STS-U1,872186.4249999999,887575.7390000001,15389.31400000013,0.9826614075579186
2023-03-23,STS-U1,867808.829,881796.093,13987.263999999966,0.9841377568906964
2023-03-24,STS-U1,868025.422,882394.634,14369.21199999994,0.9837156625320096
2023-03-25,STS-U1,790372.238,804194.306,13822.06799999997,0.9828125269019252
2023-03-26,STS-U1,789841.3979999999,804334.6869999999,14493.28899999999,0.9819810220369124
2023-03-27,STS-U1,874659.8150000001,889757.951,15098.13599999994,0.983031187321191
2023-03-28,STS-U1,868544.75,883088.687,14543.937000000034,0.9835306043276262
2023-03-29,STS-U1,877826.649,891886.868,14060.21900000004,0.9842354232308306
2023-03-30,STS-U1,869527.3430000001,885669.247,16141.903999999864,0.9817743428998164
2023-03-31,STS-U1,867770.08,884280.156,16510.076,0.9813293605109464
2023-04-01,STS-U1,1045988.408,1071080.646,25092.23800000001,0.9765729703979732
2023-04-02,STS-U1,1048798.106,1075850.185,27052.079000000143,0.974855161641302
2023-04-03,STS-U1,1115869.969,1176369.995,60500.02600000007,0.9485705804660548
2023-04-04,STS-U1,1144231.168,1172121.284,27890.11599999992,0.9762054350682708
2023-04-05,STS-U1,1139135.927,1166466.737,27330.810000000056,0.9765695761970108
2023-04-06,STS-U1,1140878.3210000002,1169375.278,28496.956999999704,0.975630614451899
2023-04-07,STS-U1,1138993.816,1166704.591,27710.774999999907,0.9762486792168628
2023-04-08,STS-U1,1050463.3,1074820.366,24357.065999999875,0.9773384774140018
2023-04-09,STS-U1,1049471.5280000002,1074587.687,25116.158999999752,0.976627166583196
2023-04-10,STS-U1,1150373.8860000002,1178286.812,27912.925999999745,0.9763105843876664
2023-04-11,STS-U1,1140728.885,1167978.84,27249.95499999984,0.9766691364031904
2023-04-12,STS-U1,1138576.572,1166524.023,27947.45100000012,0.9760421127649592
2023-04-13,STS-U1,1142321.0550000002,1170975.776,28654.720999999903,0.9755291940385964
2023-04-14,STS-U1,1145678.852,1174327.335,28648.483000000007,0.9756043462958308
2023-04-15,STS-U1,1055603.6220000002,1081533.308,25929.685999999758,0.9760250694008216
2023-04-16,STS-U1,1043184.22,1067437.601,24253.380999999936,0.977278877025431
2023-04-17,STS-U1,1142457.4599999995,1169167.4640000002,26710.004000000423,0.977154680725874
2023-04-18,STS-U1,1143297.958,1171721.21,28423.251999999866,0.9757423081895054
2023-04-19,STS-U1,1139642.239,1166190.142,26547.902999999933,0.9772353563592378
2023-04-20,STS-U1,1140787.414,1166732.029,25944.615000000224,0.9777630043959304
2023-04-21,STS-U1,1145596.374,1173492.003,27895.62899999996,0.9762285308049092
2023-04-22,STS-U1,1057263.662,1081945.547,24681.88500000001,0.9771874979582498
2023-04-23,STS-U1,1049624.8010000002,1074380.883,24756.081999999704,0.9769578159927108
2023-04-24,STS-U1,1145647.014,1172165.567,26518.553000000076,0.9773764442954328
2023-04-25,STS-U1,1141339.1009999998,1169607.073,28267.972000000067,0.9758312234488342
2023-04-26,STS-U1,1142713.35,1170569.265,27855.91500000027,0.976203104051258
2023-04-27,STS-U1,1143894.7600000002,1170900.785,27006.024999999907,0.9769356846062752
2023-04-28,STS-U1,1143111.785,1170103.292,26991.506999999983,0.9769323723943508
2023-04-29,STS-U1,1056946.447,1081407.879,24461.43200000003,0.9773800131522808
2023-04-30,STS-U1,1048073.896,1072761.552,24687.656000000192,0.976986818781887
2023-05-01,STS-U1,1143867.384,1171405.486,27538.101999999955,0.976491400860658
2023-05-02,STS-U1,1135214.4740000002,1162025.3930000002,26810.918999999994,0.976927424166883
2023-05-03,STS-U1,1143027.014,1171492.158,28465.144000000088,0.9757018057648832
2023-05-04,STS-U1,1139959.715,1167474.621,27514.90599999996,0.9764321163774574
2023-05-05,STS-U1,1145359.979,1174168.389,28808.40999999992,0.9754648393962172
2023-05-06,STS-U1,1059072.5480000002,1083915.348,24842.799999999814,0.9770804979873762
2023-05-07,STS-U1,1052228.5819999997,1076546.181,24317.59900000016,0.9774114669401256
2023-05-08,STS-U1,1140857.29,1168834.074,27976.783999999985,0.9760643665150373
2023-05-09,STS-U1,1143603.877,1171093.972,27490.095000000205,0.976526140807426
2023-05-10,STS-U1,1135551.4319999998,1162409.853,26858.42100000032,0.9768941901768272
2023-05-11,STS-U1,1140669.3809999998,1169148.703,28479.32200000016,0.9756409754149123
2023-05-12,STS-U1,322464.926,1178758.394,856293.4679999999,0.2735632065412041
2023-05-13,STS-U1,1015719.698,1071462.517,55742.8189999999,0.9479750172165846
2023-05-14,STS-U1,1036422.235,1074332.2859999998,37910.05099999986,0.9647129184387186
2023-05-15,STS-U1,1148118.4009999998,1175374.595,27256.19400000013,0.9768106320181268
2023-05-16,STS-U1,1145408.5369999998,1173028.429,27619.892000000225,0.9764542006679702
2023-05-17,STS-U1,1147029.741,1175162.145,28132.404000000097,0.9760608320139514
2023-05-18,STS-U1,1136638.021,1162873.979,26235.9580000001,0.9774386920046476
2023-05-19,STS-U1,1134797.486,1162834.595,28037.10899999994,0.9758889964913712
2023-05-20,STS-U1,1052564.935,1077607.847,25042.91200000001,0.976760644357112
2023-05-21,STS-U1,1044635.675,1069829.341,25193.66599999997,0.976450761785566
2023-05-22,STS-U1,1143873.18,1170287.581,26414.40100000007,0.9774291367106288
2023-05-23,STS-U1,1147046.166,1175292.569,28246.40300000017,0.9759664923057978
2023-05-24,STS-U1,1125116.978,1166640.17,41523.19200000004,0.9644078842236332
2023-05-25,STS-U1,1140959.9049999998,1167747.88,26787.975000000093,0.9770601381866776
2023-05-26,STS-U1,1137321.194,1165023.384,27702.189999999944,0.9762217734163524
2023-05-27,STS-U1,1053040.583,1077984.497,24943.913999999877,0.9768606004358892
2023-05-28,STS-U1,1048984.646,1072589.225,23604.579000000143,0.977992899378604
2023-05-29,STS-U1,1144804.0920000002,1171980.1630000002,27176.071,0.9768118336316928
2023-05-30,STS-U1,1146667.847,1174686.926,28019.07899999991,0.9761476199489088
2023-05-31,STS-U1,1145861.742,1174075.885,28214.142999999924,0.9759690635328908
2023-06-01,STS-U1,1148475.264,1176151.035,27675.771000000183,0.9764692032090928
2023-06-02,STS-U1,1137233.4230000002,1166465.606,29232.18299999996,0.9749395242777524
2023-06-03,STS-U1,1047889.818,1072392.8390000002,24503.021000000183,0.9771510773767856
2023-06-04,STS-U1,1054308.1420000002,1077954.7489999998,23646.60699999961,0.9780634511588392
2023-06-05,STS-U1,1141329.978,1168545.903,27215.924999999814,0.9767095798888784
2023-06-06,STS-U1,1152318.3909999998,1179242.13,26923.73900000006,0.977168608282338
2023-06-07,STS-U1,1144554.12,1171274.4819999998,26720.361999999965,0.9771869340529185
2023-06-08,STS-U1,1143323.981,1171109.127,27785.14599999972,0.9762745030677232
2023-06-09,STS-U1,1145465.49,1173329.671,27864.1810000001,0.9762520443412532
2023-06-10,STS-U1,1049574.2060000002,1074060.2340000002,24486.027999999933,0.977202369825378
2023-06-11,STS-U1,1052426.31,1076886.9,24460.58999999985,0.9772858319661982
2023-06-12,STS-U1,1145562.85,1172790.954,27228.103999999817,0.9767834975984988
2023-06-13,STS-U1,1147305.877,1174853.159,27547.282000000123,0.9765525744311336
2023-06-14,STS-U1,1135482.1239999998,1162895.379,27413.25500000012,0.9764267229064292
2023-06-15,STS-U1,1142762.8719999995,1169853.257,27090.38500000024,0.9768429203937326
2023-06-16,STS-U1,1144902.861,1172229.704,27326.84299999988,0.9766881500214912
2023-06-17,STS-U1,1052950.5620000002,1076239.909,23289.346999999834,0.978360450299934
2023-06-18,STS-U1,1051772.787,1075108.792,23336.00499999989,0.9782942850308308
2023-06-19,STS-U1,1137140.671,1164446.715,27306.04399999976,0.9765501987783102
2023-06-20,STS-U1,1143814.2599999998,1170843.679,27029.419000000227,0.9769145792177094
2023-06-21,STS-U1,1145100.6280000005,1172552.875,27452.24699999974,0.976587625526056
2023-06-22,STS-U1,1139450.124,1167894.526,28444.402,0.9756447167387444
2023-06-23,STS-U1,1145163.7319999998,1172220.35,27056.61800000025,0.9769184880641252
2023-06-24,STS-U1,1055252.215,1079333.394,24081.17899999977,0.9776888409699296
2023-06-25,STS-U1,1058428.9670000002,1082746.098,24317.13099999982,0.9775412434688822
2023-06-26,STS-U1,1140673.1149999998,1168311.926,27638.81100000022,0.9763429522673552
2023-06-27,STS-U1,1150532.955,1177580.0529999998,27047.097999999765,0.9770316269105488
2023-06-28,STS-U1,1145813.071,1173363.611,27550.54000000004,0.9765200320329348
2023-06-29,STS-U1,1144984.387,1172444.279,27459.891999999996,0.9765789364221036
2023-06-30,STS-U1,1141687.7189999998,1168571.281,26883.56200000015,0.9769945039407484
2023-07-01,STS-U1,821893.6369999999,844309.409,22415.772000000117,0.9734507613428716
2023-07-02,STS-U1,823352.617,844185.9720000001,20833.355000000098,0.9753213679319466
2023-07-03,STS-U1,905233.871,928199.006,22965.13500000001,0.975258393026118
2023-07-04,STS-U1,910521.564,932890.665,22369.101000000024,0.9760217334793462
2023-07-05,STS-U1,901357.365,923722.867,22365.50199999998,0.9757876493058604
2023-07-06,STS-U1,906508.651,929484.895,22976.244000000064,0.975280669838104
2023-07-07,STS-U1,900772.934,924130.957,23358.023000000045,0.974724336607198
2023-07-08,STS-U1,820134.581,841070.565,20935.98399999994,0.9751079340174033
2023-07-09,STS-U1,823333.5480000001,843555.869,20222.32099999988,0.9760272890709982
2023-07-10,STS-U1,906531.009,929263.076,22732.06700000004,0.9755375333561622
2023-07-11,STS-U1,902783.052,925038.186,22255.13399999996,0.975941388867162
2023-07-12,STS-U1,905961.495,928709.339,22747.84400000004,0.9755059596746448
2023-07-13,STS-U1,903355.092,925337.995,21982.90300000005,0.9762433801283604
2023-07-14,STS-U1,907138.175,928799.091,21660.916000000085,0.97667857752027
2023-07-15,STS-U1,800006.354,843308.851,43302.49699999997,0.9486516749484466
2023-07-16,STS-U1,800977.967,843394.931,42416.96400000004,0.9497068781884818
2023-07-17,STS-U1,888506.0650000001,932828.078,44322.01299999992,0.9524864076829388
2023-07-18,STS-U1,888278.101,932917.05,44638.94900000002,0.9521512132295148
2023-07-19,STS-U1,887642.5859999999,932331.588,44689.002000000095,0.9520674805238928
2023-07-20,STS-U1,882202.576,926530.144,44327.56799999997,0.9521574464823888
2023-07-21,STS-U1,879700.1320000001,924227.402,44527.2699999999,0.9518221707085894
2023-07-22,STS-U1,801444.279,844199.2220000001,42754.94300000009,0.9493544392297484
2023-07-23,STS-U1,799476.529,843056.723,43580.19400000002,0.9483069254878594
2023-07-24,STS-U1,882299.4260000001,926838.644,44539.21799999988,0.951945014066548
2023-07-25,STS-U1,887549.5309999998,931856.779,44307.24800000014,0.9524527277168628
2023-07-26,STS-U1,884555.7870000001,928218.667,43662.87999999989,0.9529605667798966
2023-07-27,STS-U1,884591.0059999998,928780.615,44189.60900000017,0.9524219085903292
2023-07-28,STS-U1,878711.067,922769.655,44058.58799999999,0.9522539695998132
2023-07-29,STS-U1,802430.1900000001,845614.619,43184.42899999989,0.9489313121725964
2023-07-30,STS-U1,802817.5109999999,845374.684,42557.17300000007,0.9496588035986182
2023-07-31,STS-U1,884419.585,929086.143,44666.55800000008,0.951924201715276
2023-08-01,STS-U1,874796.759,918769.935,43973.176000000094,0.9521390782122184
2023-08-02,STS-U1,878036.029,922429.008,44392.97900000005,0.9518738259367489
2023-08-03,STS-U1,885671.8230000001,929135.807,43463.98399999994,0.9532210644853556
2023-08-04,STS-U1,888645.386,932292.984,43647.598,0.9531825308684292
2023-08-05,STS-U1,805556.5440000001,848777.619,43221.07499999984,0.9490784464240216
2023-08-06,STS-U1,807289.0630000001,850763.702,43474.63899999997,0.9488992784978972
2023-08-07,STS-U1,890708.054,934788.44,44080.38599999994,0.9528445323949448
2023-08-08,STS-U1,888475.398,932319.291,43843.89299999992,0.95297330708134
2023-08-09,STS-U1,885326.713,930331.966,45005.253000000026,0.9516245225954107
2023-08-10,STS-U1,882590.63,927099.06,44508.429999999935,0.951991721359312
2023-08-11,STS-U1,879699.166,923853.741,44154.57500000007,0.9522060981728492
2023-08-12,STS-U1,798924.9460000001,841837.236,42912.28999999992,0.9490254313245892
2023-08-13,STS-U1,803721.242,846877.965,43156.723,0.9490402102975958
2023-08-14,STS-U1,881206.238,925455.551,44249.312999999966,0.9521864524425984
2023-08-15,STS-U1,885728.555,929277.271,43548.7159999999,0.9531370051124388
2023-08-16,STS-U1,882094.1689999999,925772.518,43678.34900000016,0.9528195661993066
2023-08-17,STS-U1,881615.926,926245.187,44629.26100000006,0.9518170117088014
2023-08-18,STS-U1,878469.337,921846.296,43376.95899999992,0.952945562412934
2023-08-19,STS-U1,806177.375,848108.711,41931.33600000001,0.950559007994908
2023-08-20,STS-U1,805909.099,848795.369,42886.2699999999,0.9494739585460676
2023-08-21,STS-U1,881400.45,926111.616,44711.166000000085,0.9517216227206894
2023-08-22,STS-U1,885464.9630000001,929661.127,44196.16399999987,0.9524599203769872
2023-08-23,STS-U1,883691.453,928083.824,44392.37100000004,0.9521677138939122
2023-08-24,STS-U1,886292.434,930408.855,44116.42099999997,0.9525838336953488
2023-08-25,STS-U1,883591.556,927430.28,43838.724000000046,0.9527309761764516
2023-08-26,STS-U1,801458.208,844862.253,43404.04500000004,0.948625891562941
2023-08-27,STS-U1,801575.9990000001,844886.537,43310.53799999994,0.9487380422064888
2023-08-28,STS-U1,878557.6390000001,922668.52,44110.880999999936,0.9521920602645032
2023-08-29,STS-U1,881696.3109999999,924838.567,43142.25600000017,0.9533515820604828
2023-08-30,STS-U1,880207.097,924514.718,44307.62100000004,0.9520747261916492
2023-08-31,STS-U1,887190.9480000001,933863.629,46672.680999999866,0.9500219522951356
2023-09-01,STS-U1,886685.0079999999,930865.446,44180.43800000008,0.95253831991525
2023-09-02,STS-U1,800392.792,842817.0530000001,42424.26100000006,0.9496637368109826
2023-09-03,STS-U1,799978.625,842305.585,42326.95999999996,0.9497486888918112
2023-09-04,STS-U1,883557.518,927031.954,43474.43599999999,0.9531036273211356
2023-09-05,STS-U1,0.0,921638.488,921638.488,0.0
2023-09-06,STS-U1,0.0,930202.082,930202.082,0.0
2023-09-07,STS-U1,0.0,928093.095,928093.095,0.0
2023-09-08,STS-U1,0.0,928474.095,928474.095,0.0
2023-09-09,STS-U1,0.0,842614.8219999999,842614.8219999999,0.0
2023-09-10,STS-U1,0.0,842966.6159999999,842966.6159999999,0.0
2023-09-11,STS-U1,0.0,926116.393,926116.393,0.0
2023-09-12,STS-U1,883487.322,928133.271,44645.94899999991,0.9518970492762348
2023-09-13,STS-U1,879172.775,922534.551,43361.775999999954,0.9529971251992708
2023-09-14,STS-U1,879478.633,922763.575,43284.94199999992,0.9530920561098222
2023-09-15,STS-U1,905891.352,927701.835,21810.483000000007,0.9764897705521948
2023-09-16,STS-U1,817076.509,837583.235,20506.726000000024,0.9755167902805504
2023-09-17,STS-U1,826075.044,846618.905,20543.861000000037,0.9757342283775248
2023-09-18,STS-U1,906733.158,929643.161,22910.00299999991,0.9753561323730322
2023-09-19,STS-U1,911155.255,933229.07,22073.814999999944,0.9763468416173534
2023-09-20,STS-U1,905690.554,927864.371,22173.81700000004,0.9761023079525056
2023-09-21,STS-U1,905210.477,928410.334,23199.85700000008,0.9750112033974838
2023-09-22,STS-U1,902842.639,927252.596,24409.957000000053,0.9736749650469568
2023-09-23,STS-U1,824921.869,845605.636,20683.76700000011,0.9755397006365268
2023-09-24,STS-U1,823701.206,844202.308,20501.101999999955,0.975715415836082
2023-09-25,STS-U1,908170.319,930817.74,22647.42100000009,0.9756693281329166
2023-09-26,STS-U1,906955.263,928985.986,22030.723000000115,0.9762851933914964
2023-09-27,STS-U1,894977.723,925435.658,30457.935000000056,0.9670880036481152
2023-09-28,STS-U1,903057.541,925124.198,22066.65699999989,0.976147357243811
2023-09-29,STS-U1,902655.216,924371.757,21716.54099999997,0.9765067021622558
2023-09-30,STS-U1,823444.2349999999,844014.7679999999,20570.53300000005,0.9756277570252182
2023-10-01,STS-U1,790162.927,803166.613,13003.685999999989,0.9838094788932668
2023-10-02,STS-U1,866767.544,880984.117,14216.572999999977,0.983862849822524
2023-10-03,STS-U1,864306.219,877559.25,13253.03099999996,0.9848978504870184
2023-10-04,STS-U1,867114.782,880391.679,13276.896999999995,0.98491932929775
2023-10-05,STS-U1,870990.924,884792.954,13802.030000000028,0.9844008364469864
2023-10-06,STS-U1,873312.2840000001,887220.85,13908.565999999875,0.9843234455096498
2023-10-07,STS-U1,791330.348,804505.4110000001,13175.063000000082,0.9836234003900316
2023-10-08,STS-U1,789698.026,801960.298,12262.271999999995,0.9847096271092464
2023-10-09,STS-U1,869293.7450000001,882845.24,13551.49499999988,0.9846502032451352
2023-10-10,STS-U1,871005.417,885002.026,13996.60899999994,0.9841846588043855
2023-10-11,STS-U1,872707.133,886506.296,13799.162999999942,0.984434218840562
2023-10-12,STS-U1,871922.0,885254.138,13332.138000000035,0.9849397620099009
2023-10-13,STS-U1,874302.455,887635.115,13332.660000000033,0.9849795712509638
2023-10-14,STS-U1,786218.5030000001,799080.379,12861.875999999816,0.9839041524006688
2023-10-15,STS-U1,790524.484,803599.723,13075.238999999943,0.9837291643765288
2023-10-16,STS-U1,872782.385,886421.584,13639.199000000022,0.9846131916841953
2023-10-17,STS-U1,871255.0,885375.532,14120.532000000008,0.9840513640939424
2023-10-18,STS-U1,870349.634,883979.861,13630.227000000072,0.9845808399021886
2023-10-19,STS-U1,862057.5260000001,875423.734,13366.207999999984,0.9847317276412796
2023-10-20,STS-U1,866374.852,879510.514,13135.662000000011,0.9850648038984102
2023-10-21,STS-U1,795732.476,808249.727,12517.250999999933,0.9845131392169342
2023-10-22,STS-U1,785612.899,798377.186,12764.287000000011,0.9840122097376666
2023-10-23,STS-U1,870382.3,884082.798,13700.497999999903,0.9845031505748176
2023-10-24,STS-U1,867305.172,882517.425,15212.253000000026,0.982762659898755
2023-10-25,STS-U1,873395.7660000001,888263.23,14867.46399999992,0.9832623219132914
2023-10-26,STS-U1,871993.6749999999,886244.27,14250.595000000088,0.983920240183894
2023-10-27,STS-U1,871690.094,886120.884,14430.78999999992,0.9837146485760966
2023-10-28,STS-U1,791461.367,803545.1359999999,12083.768999999971,0.984961928759656
2023-10-29,STS-U1,791178.289,804435.4380000001,13257.149000000092,0.9835199341379588
2023-10-30,STS-U1,867164.784,880998.42,13833.636000000057,0.9842977743365304
2023-10-31,STS-U1,870793.398,884388.285,13594.886999999988,0.984627920529273
2023-11-01,STS-U1,868872.617,882801.251,13928.634000000078,0.984222231239226
2023-11-02,STS-U1,874908.376,889018.513,14110.136999999988,0.984128410383283
2023-11-03,STS-U1,875130.959,889252.719,14121.76000000001,0.9841195200213944
2023-11-04,STS-U1,790835.522,808347.657,17512.13500000001,0.9783358869808662
2023-11-05,STS-U1,789697.8409999999,803287.45,13589.609000000057,0.9830825080112976
2023-11-06,STS-U1,870865.227,884316.419,13451.19200000004,0.9847891640243308
2023-11-07,STS-U1,865532.69,878989.262,13456.572000000044,0.9846908573497454
2023-11-08,STS-U1,866801.147,885678.623,18877.476000000024,0.9786858624451636
2023-11-09,STS-U1,874927.504,888227.419,13299.915000000035,0.9850264530057252
2023-11-10,STS-U1,867607.543,881425.375,13817.832000000051,0.9843233104107084
2023-11-11,STS-U1,788881.084,801734.685,12853.601000000024,0.983967762352704
2023-11-12,STS-U1,791863.2719999999,803895.412,12032.14000000013,0.9850327047270172
2023-11-13,STS-U1,865322.238,879512.782,14190.543999999994,0.9838654488139094
2023-11-14,STS-U1,866300.203,880066.884,13766.680999999982,0.9843572332395591
2023-11-15,STS-U1,871533.135,885568.298,14035.162999999942,0.9841512359558292
2023-11-16,STS-U1,870353.616,884467.785,14114.168999999994,0.9840421898464058
2023-11-17,STS-U1,878291.191,891604.025,13312.834000000032,0.98506866991768
2023-11-18,STS-U1,789521.3609999998,802449.802,12928.441000000224,0.9838887853573172
2023-11-19,STS-U1,788590.466,801096.046,12505.579999999958,0.9843894124026172
2023-11-20,STS-U1,870634.771,884058.788,13424.016999999993,0.9848154702128248
2023-11-21,STS-U1,869657.686,883365.232,13707.545999999971,0.9844825837564772
2023-11-22,STS-U1,859475.547,873598.991,14123.444000000018,0.983833035356608
2023-11-23,STS-U1,857184.9859999999,881357.146,24172.160000000036,0.9725739331555836
2023-11-24,STS-U1,862812.346,877115.319,14302.972999999998,0.983693167032692
2023-11-25,STS-U1,792932.7609999999,805989.694,13056.933000000075,0.9838001241241676
2023-11-26,STS-U1,787135.847,799466.962,12331.115000000107,0.984575829163532
2023-11-27,STS-U1,865167.879,879009.938,13842.059000000008,0.9842526706450048
2023-11-28,STS-U1,864469.357,878763.793,14294.435999999989,0.9837334718227292
2023-11-29,STS-U1,871389.4550000001,884343.858,12954.402999999931,0.985351395972493
2023-11-30,STS-U1,874283.353,889406.633,15123.280000000028,0.9829962140612908
2023-12-01,STS-U1,869012.558,883560.48,14547.92200000002,0.9835348882964978
2023-12-02,STS-U1,791884.4160000001,805249.952,13365.535999999964,0.9834020033570894
2023-12-03,STS-U1,798442.069,811588.3640000001,13146.295000000042,0.9838017699820052
